집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20200801,16,101,105,894,5
20200801,16,101,105,1033,5
20200801,16,101,105,1433,5
20200801,16,101,105,1381,5
20200801,4,101,105,621,5
20200801,4,101,105,800,5
20200801,4,101,105,747,5
20200801,4,101,105,704,5
20200801,5,101,105,639,5
20200801,5,101,105,815,5
20200801,5,101,105,713,5
20200801,5,101,105,809,5
20200801,5,101,105,793,5
20200801,5,101,105,701,5
20200801,9,101,105,764,5
20200801,9,101,105,853,5
20200801,9,101,105,823,5
20200801,9,101,105,830,5
20200801,9,101,105,839,5
20200801,17,101,105,1361,5
20200801,17,101,105,1217,5
20200801,17,101,105,873,5
20200801,17,101,105,1005,5
20200801,17,101,105,1416,5
20200801,0,101,105,643,5
20200801,0,101,105,892,5
20200801,0,101,105,710,5
20200801,0,101,105,777,5
20200801,0,101,105,766,5
20200801,0,101,105,823,5
20200801,1,101,105,633,5
20200801,1,101,105,850,5
20200801,1,101,105,730,5
20200801,1,101,105,755,5
20200801,1,101,105,765,5
20200801,6,101,105,679,5
20200801,6,101,105,847,5
20200801,6,101,105,742,5
20200801,6,101,105,829,5
20200801,6,101,105,807,5
20200801,6,101,105,726,5
20200801,2,101,105,629,5
20200801,2,101,105,823,5
20200801,2,101,105,810,5
20200801,2,101,105,744,5
20200801,2,101,105,727,5
20200801,3,101,105,620,5
20200801,3,101,105,801,5
20200801,3,101,105,728,5
20200801,8,101,105,851,5
20200801,8,101,105,873,5
20200801,8,101,105,777,5
20200801,8,101,105,863,5
20200801,8,101,105,838,5
20200801,8,101,105,892,5
20200801,22,101,105,813,5
20200801,22,101,105,931,5
20200801,22,101,105,899,5
20200801,22,101,105,963,5
20200801,22,101,105,860,5
20200801,15,101,105,1416,5
20200801,15,101,105,1274,5
20200801,15,101,105,931,5
20200801,15,101,105,1102,5
20200801,15,101,105,1463,5
20200801,19,101,105,1111,5
20200801,19,101,105,838,5
20200801,19,101,105,904,5
20200801,19,101,105,1131,5
20200801,11,101,105,966,5
20200801,11,101,105,997,5
20200801,11,101,105,765,5
20200801,11,101,105,938,5
20200801,11,101,105,897,5
20200801,11,101,105,828,5
20200801,18,101,105,955,5
20200801,18,101,105,1299,5
20200801,18,101,105,1273,5
20200801,18,101,105,860,5
20200801,13,101,105,1383,5
20200801,13,101,105,1160,5
20200801,13,101,105,922,5
20200801,13,101,105,1307,5
20200801,13,101,105,1173,5
20200801,13,101,105,1055,5
20200801,23,101,105,798,5
20200801,23,101,105,865,5
20200801,23,101,105,926,5
20200801,23,101,105,897,5
20200801,21,101,105,799,5
20200801,21,101,105,829,5
20200801,21,101,105,943,5
20200801,21,101,105,921,5
20200801,21,101,105,1011,5
20200801,21,101,105,863,5
20200801,10,101,105,898,5
20200801,10,101,105,916,5
20200801,10,101,105,761,5
20200801,10,101,105,827,5
20200801,10,101,105,932,5
20200801,10,101,105,902,5
20200801,12,101,105,1106,5
20200801,12,101,105,1035,5
20200801,12,101,105,784,5
20200801,12,101,105,967,5
20200801,12,101,105,1138,5
20200801,7,101,105,839,5
20200801,7,101,105,953,5
20200801,7,101,105,796,5
20200801,7,101,105,896,5
20200801,7,101,105,874,5
20200801,14,101,105,1342,5
20200801,14,101,105,884,5
20200801,14,101,105,1128,5
20200801,14,101,105,1184,5
20200801,14,101,105,1376,5
20200801,20,101,105,994,5
20200801,20,101,105,1114,5
20200801,20,101,105,809,5
20200801,20,101,105,869,5
20200801,20,101,105,1001,5
20200801,14,101,110,5074,5
20200801,7,101,110,3721,5
20200801,20,101,110,4142,5
20200801,14,101,110,5923,5
20200801,7,101,110,3124,5
20200801,7,101,110,3803,5
20200801,12,101,110,6051,5
20200801,12,101,110,5554,5
20200801,12,101,110,4705,5
20200801,10,101,110,5165,5
20200801,23,101,110,4110,5
20200801,23,101,110,3635,5
20200801,21,101,110,4097,5
20200801,21,101,110,3921,5
20200801,21,101,110,4451,5
20200801,11,101,110,5878,5
20200801,19,101,110,4371,5
20200801,15,101,110,4979,5
20200801,19,101,110,4195,5
20200801,19,101,110,4603,5
20200801,15,101,110,5866,5
20200801,15,101,110,5506,5
20200801,18,101,110,4150,5
20200801,18,101,110,4641,5
20200801,18,101,110,4633,5
20200801,18,101,110,4683,5
20200801,13,101,110,5093,5
20200801,13,101,110,5552,5
20200801,13,101,110,6024,5
20200801,13,101,110,5580,5
20200801,2,101,110,3023,5
