집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20200701,20,101,105,856,2
20200701,20,101,105,1226,2
20200701,20,101,105,1218,2
20200701,20,101,105,1248,2
20200701,20,101,105,947,2
20200701,14,101,105,769,2
20200701,14,101,105,921,2
20200701,14,101,105,883,2
20200701,14,101,105,926,2
20200701,14,101,105,918,2
20200701,16,101,105,765,2
20200701,16,101,105,888,2
20200701,16,101,105,851,2
20200701,16,101,105,871,2
20200701,16,101,105,870,2
20200701,6,101,105,672,2
20200701,6,101,105,843,2
20200701,6,101,105,760,2
20200701,6,101,105,868,2
20200701,6,101,105,800,2
20200701,6,101,105,696,2
20200701,8,101,105,835,2
20200701,8,101,105,965,2
20200701,8,101,105,759,2
20200701,8,101,105,953,2
20200701,8,101,105,853,2
20200701,0,101,105,633,2
20200701,0,101,105,761,2
20200701,0,101,105,734,2
20200701,0,101,105,988,2
20200701,0,101,105,857,2
20200701,0,101,105,640,2
20200701,1,101,105,625,2
20200701,1,101,105,786,2
20200701,1,101,105,933,2
20200701,1,101,105,637,2
20200701,2,101,105,622,2
20200701,2,101,105,753,2
20200701,2,101,105,898,2
20200701,2,101,105,646,2
20200701,9,101,105,748,2
20200701,9,101,105,889,2
20200701,9,101,105,884,2
20200701,9,101,105,854,2
20200701,9,101,105,934,2
20200701,9,101,105,911,2
20200701,18,101,105,930,2
20200701,18,101,105,1141,2
20200701,18,101,105,1111,2
20200701,18,101,105,1148,2
20200701,18,101,105,1053,2
20200701,12,101,105,989,2
20200701,12,101,105,1027,2
20200701,12,101,105,771,2
20200701,12,101,105,944,2
20200701,12,101,105,1039,2
20200701,12,101,105,928,2
20200701,21,101,105,895,2
20200701,21,101,105,1080,2
20200701,21,101,105,1058,2
20200701,21,101,105,806,2
20200701,21,101,105,922,2
20200701,15,101,105,855,2
20200701,15,101,105,882,2
20200701,15,101,105,757,2
20200701,15,101,105,877,2
20200701,15,101,105,938,2
20200701,15,101,105,889,2
20200701,22,101,105,938,2
20200701,22,101,105,1065,2
20200701,22,101,105,768,2
20200701,22,101,105,871,2
20200701,22,101,105,933,2
20200701,22,101,105,963,2
20200701,4,101,105,813,2
20200701,3,101,105,889,2
20200701,4,101,105,880,2
20200701,4,101,105,798,2
20200701,4,101,105,637,2
20200701,4,101,105,659,2
20200701,3,101,105,630,2
20200701,3,101,105,829,2
20200701,11,101,105,981,2
20200701,11,101,105,1099,2
20200701,11,101,105,759,2
20200701,11,101,105,990,2
20200701,11,101,105,1033,2
20200701,11,101,105,1022,2
20200701,23,101,105,843,2
20200701,23,101,105,945,2
20200701,23,101,105,746,2
20200701,23,101,105,860,2
20200701,23,101,105,885,2
20200701,13,101,105,905,2
20200701,13,101,105,971,2
20200701,13,101,105,775,2
20200701,13,101,105,936,2
20200701,13,101,105,998,2
20200701,13,101,105,946,2
20200701,17,101,105,998,2
20200701,17,101,105,1098,2
20200701,17,101,105,880,2
20200701,17,101,105,961,2
20200701,17,101,105,1112,2
20200701,17,101,105,1039,2
20200701,5,101,105,640,2
20200701,5,101,105,819,2
20200701,5,101,105,712,2
20200701,5,101,105,881,2
20200701,5,101,105,793,2
20200701,5,101,105,669,2
20200701,7,101,105,751,2
20200701,7,101,105,960,2
20200701,7,101,105,763,2
20200701,7,101,105,890,2
20200701,7,101,105,870,2
20200701,7,101,105,777,2
20200701,10,101,105,899,2
20200701,10,101,105,959,2
20200701,10,101,105,746,2
20200701,10,101,105,913,2
20200701,10,101,105,952,2
20200701,10,101,105,931,2
20200701,19,101,105,1235,2
20200701,19,101,105,917,2
20200701,19,101,105,1009,2
20200701,19,101,105,1251,2
20200701,5,101,110,2758,2
20200701,5,101,110,3300,2
20200701,5,101,110,3720,2
20200701,7,101,110,2798,2
20200701,7,101,110,3437,2
20200701,7,101,110,3592,2
20200701,7,101,110,3218,2
20200701,10,101,110,3232,2
20200701,10,101,110,3624,2
20200701,10,101,110,3495,2
20200701,19,101,110,3190,2
20200701,19,101,110,3647,2
20200701,17,101,110,3898,2
20200701,17,101,110,3291,2
20200701,13,101,110,4585,2
20200701,13,101,110,4239,2
20200701,13,101,110,3818,2
20200701,17,101,110,3472,2
20200701,13,101,110,3456,2
20200701,13,101,110,3699,2
20200701,23,101,110,3725,2
20200701,23,101,110,3025,2
20200701,11,101,110,3842,2
20200701,11,101,110,3663,2
20200701,23,101,110,3615,2
20200701,23,101,110,3437,2
20200701,11,101,110,3374,2
20200701,11,101,110,3707,2
20200701,22,101,110,3128,2
20200701,15,101,110,3557,2
20200701,15,101,110,3700,2
20200701,15,101,110,3242,2
20200701,15,101,110,4127,2
