집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20201101,13,101,105,967,6
20201101,13,101,105,829,6
20201101,13,101,105,869,6
20201101,13,101,105,967,6
20201101,13,101,105,1017,6
20201101,13,101,105,1035,6
20201101,21,101,105,802,6
20201101,21,101,105,1033,6
20201101,21,101,105,1031,6
20201101,21,101,105,903,6
20201101,21,101,105,859,6
20201101,0,101,105,605,6
20201101,0,101,105,702,6
20201101,0,101,105,707,6
20201101,0,101,105,637,6
20201101,11,101,105,810,6
20201101,11,101,105,877,6
20201101,11,101,105,826,6
20201101,11,101,105,1065,6
20201101,11,101,105,844,6
20201101,12,101,105,906,6
20201101,12,101,105,1035,6
20201101,12,101,105,839,6
20201101,12,101,105,1028,6
20201101,12,101,105,942,6
20201101,22,101,105,768,6
20201101,22,101,105,894,6
20201101,22,101,105,968,6
20201101,22,101,105,925,6
20201101,22,101,105,845,6
20201101,22,101,105,840,6
20201101,14,101,105,1132,6
20201101,14,101,105,1156,6
20201101,14,101,105,893,6
20201101,14,101,105,1089,6
20201101,14,101,105,1155,6
20201101,17,101,105,1580,6
20201101,17,101,105,1071,6
20201101,17,101,105,948,6
20201101,17,101,105,1045,6
20201101,17,101,105,1603,6
20201101,4,101,105,596,6
20201101,4,101,105,743,6
20201101,4,101,105,3648,6
20201101,4,101,105,667,6
20201101,5,101,105,600,6
20201101,5,101,105,712,6
20201101,5,101,105,769,6
20201101,5,101,105,2822,6
20201101,5,101,105,664,6
20201101,6,101,105,616,6
20201101,6,101,105,735,6
20201101,6,101,105,751,6
20201101,6,101,105,2191,6
20201101,6,101,105,817,6
20201101,6,101,105,678,6
20201101,19,101,105,1292,6
20201101,19,101,105,1000,6
20201101,19,101,105,849,6
20201101,19,101,105,923,6
20201101,19,101,105,1306,6
20201101,7,101,105,645,6
20201101,7,101,105,778,6
20201101,7,101,105,745,6
20201101,7,101,105,1763,6
20201101,7,101,105,712,6
20201101,10,101,105,741,6
20201101,10,101,105,886,6
20201101,10,101,105,776,6
20201101,10,101,105,1135,6
20201101,10,101,105,775,6
20201101,9,101,105,761,6
20201101,9,101,105,746,6
20201101,9,101,105,708,6
20201101,9,101,105,895,6
20201101,9,101,105,1259,6
20201101,18,101,105,969,6
20201101,18,101,105,1053,6
20201101,18,101,105,1509,6
20201101,18,101,105,1487,6
20201101,18,101,105,899,6
20201101,8,101,105,776,6
20201101,8,101,105,744,6
20201101,8,101,105,670,6
20201101,8,101,105,914,6
20201101,8,101,105,1467,6
20201101,16,101,105,1509,6
20201101,16,101,105,981,6
20201101,16,101,105,1086,6
20201101,16,101,105,1516,6
20201101,23,101,105,839,6
20201101,23,101,105,767,6
20201101,23,101,105,860,6
20201101,23,101,105,861,6
20201101,1,101,105,596,6
20201101,1,101,105,616,6
20201101,2,101,105,594,6
20201101,2,101,105,5046,6
20201101,2,101,105,651,6
20201101,3,101,105,594,6
20201101,3,101,105,750,6
20201101,3,101,105,791,6
20201101,3,101,105,691,6
20201101,15,101,105,1398,6
20201101,15,101,105,998,6
20201101,15,101,105,1179,6
20201101,15,101,105,1120,6
20201101,15,101,105,1378,6
20201101,20,101,105,1149,6
20201101,20,101,105,813,6
20201101,20,101,105,892,6
20201101,20,101,105,1001,6
20201101,20,101,105,1154,6
20201101,1,101,110,2696,6
20201101,1,101,110,4221,6
20201101,1,101,110,2505,6
20201101,2,101,110,3967,6
20201101,2,101,110,3409,6
20201101,2,101,110,2759,6
20201101,3,101,110,2560,6
20201101,3,101,110,3877,6
20201101,15,101,110,3515,6
20201101,15,101,110,3613,6
20201101,20,101,110,3963,6
20201101,20,101,110,3690,6
20201101,20,101,110,3737,6
20201101,23,101,110,3470,6
20201101,23,101,110,3276,6
20201101,16,101,110,4402,6
20201101,23,101,110,4419,6
20201101,16,101,110,3707,6
20201101,16,101,110,3952,6
20201101,8,101,110,3383,6
20201101,8,101,110,3777,6
20201101,8,101,110,2867,6
20201101,8,101,110,3382,6
20201101,18,101,110,3968,6
20201101,18,101,110,4133,6
20201101,18,101,110,4437,6
20201101,9,101,110,3460,6
20201101,9,101,110,3160,6
20201101,9,101,110,3407,6
20201101,9,101,110,2977,6
20201101,9,101,110,3660,6
20201101,7,101,110,3765,6
20201101,10,101,110,3181,6
20201101,10,101,110,3486,6
20201101,7,101,110,2621,6
20201101,4,101,110,2555,6
20201101,5,101,110,2541,6
20201101,5,101,110,3437,6
20201101,6,101,110,2534,6
20201101,6,101,110,3753,6
20201101,19,101,110,4219,6
20201101,19,101,110,4360,6
20201101,19,101,110,4059,6
20201101,19,101,110,3741,6
20201101,19,101,110,3983,6
20201101,17,101,110,4208,6
20201101,17,101,110,4611,6
20201101,17,101,110,4069,6
20201101,17,101,110,4283,6
20201101,14,101,110,3363,6
20201101,14,101,110,3315,6
20201101,22,101,110,3482,6
20201101,0,101,110,2515,6
20201101,0,101,110,4554,6
20201101,11,101,110,3284,6
20201101,11,101,110,3548,6
20201101,12,101,110,3249,6
20201101,12,101,110,3427,6
20201101,21,101,110,4903,6
20201101,21,101,110,3695,6
