집계일자,집계시,출발영업소코드,도착영업소코드,통행시간,요일
20201201,3,101,105,597,1
20201201,3,101,105,737,1
20201201,3,101,105,758,1
20201201,3,101,105,828,1
20201201,3,101,105,783,1
20201201,4,101,105,598,1
20201201,4,101,105,745,1
20201201,4,101,105,809,1
20201201,4,101,105,779,1
20201201,4,101,105,648,1
20201201,5,101,105,610,1
20201201,5,101,105,749,1
20201201,5,101,105,777,1
20201201,5,101,105,881,1
20201201,5,101,105,779,1
20201201,5,101,105,667,1
20201201,18,101,105,1061,1
20201201,18,101,105,1124,1
20201201,18,101,105,924,1
20201201,18,101,105,1089,1
20201201,18,101,105,1169,1
20201201,18,101,105,1080,1
20201201,11,101,105,948,1
20201201,11,101,105,1031,1
20201201,11,101,105,792,1
20201201,11,101,105,925,1
20201201,11,101,105,966,1
20201201,11,101,105,961,1
20201201,0,101,105,602,1
20201201,0,101,105,690,1
20201201,0,101,105,714,1
20201201,0,101,105,871,1
20201201,0,101,105,638,1
20201201,1,101,105,609,1
20201201,1,101,105,746,1
20201201,1,101,105,863,1
20201201,1,101,105,799,1
20201201,1,101,105,609,1
20201201,2,101,105,595,1
20201201,2,101,105,718,1
20201201,2,101,105,855,1
20201201,2,101,105,646,1
20201201,17,101,105,913,1
20201201,17,101,105,968,1
20201201,17,101,105,790,1
20201201,17,101,105,888,1
20201201,17,101,105,984,1
20201201,17,101,105,896,1
20201201,6,101,105,653,1
20201201,6,101,105,865,1
20201201,6,101,105,833,1
20201201,6,101,105,915,1
20201201,6,101,105,808,1
20201201,6,101,105,721,1
20201201,7,101,105,747,1
20201201,7,101,105,915,1
20201201,7,101,105,819,1
20201201,7,101,105,934,1
20201201,7,101,105,799,1
20201201,9,101,105,1029,1
20201201,9,101,105,1091,1
20201201,9,101,105,856,1
20201201,9,101,105,995,1
20201201,9,101,105,1039,1
20201201,9,101,105,1048,1
20201201,13,101,105,856,1
20201201,13,101,105,951,1
20201201,13,101,105,765,1
20201201,13,101,105,849,1
20201201,13,101,105,944,1
20201201,13,101,105,893,1
20201201,8,101,105,883,1
20201201,8,101,105,944,1
20201201,8,101,105,816,1
20201201,8,101,105,936,1
20201201,8,101,105,1010,1
20201201,8,101,105,937,1
20201201,10,101,105,993,1
20201201,10,101,105,1003,1
20201201,10,101,105,819,1
20201201,10,101,105,1022,1
20201201,10,101,105,1017,1
20201201,15,101,105,771,1
20201201,15,101,105,975,1
20201201,15,101,105,847,1
20201201,15,101,105,842,1
20201201,15,101,105,927,1
20201201,15,101,105,897,1
20201201,20,101,105,1040,1
20201201,20,101,105,1047,1
20201201,20,101,105,870,1
20201201,20,101,105,1008,1
20201201,20,101,105,1086,1
20201201,20,101,105,1040,1
20201201,19,101,105,925,1
20201201,19,101,105,1216,1
20201201,19,101,105,1125,1
20201201,19,101,105,1135,1
20201201,19,101,105,1123,1
20201201,14,101,105,858,1
20201201,14,101,105,957,1
20201201,14,101,105,777,1
20201201,14,101,105,860,1
20201201,14,101,105,979,1
20201201,14,101,105,882,1
20201201,16,101,105,814,1
20201201,16,101,105,893,1
20201201,16,101,105,761,1
20201201,16,101,105,877,1
20201201,16,101,105,939,1
20201201,16,101,105,834,1
20201201,21,101,105,902,1
20201201,21,101,105,812,1
20201201,21,101,105,973,1
20201201,21,101,105,981,1
20201201,21,101,105,935,1
20201201,12,101,105,886,1
20201201,12,101,105,1020,1
20201201,12,101,105,782,1
20201201,12,101,105,920,1
20201201,12,101,105,982,1
20201201,12,101,105,899,1
20201201,22,101,105,828,1
20201201,22,101,105,989,1
20201201,22,101,105,779,1
20201201,22,101,105,934,1
20201201,22,101,105,862,1
20201201,23,101,105,766,1
20201201,23,101,105,893,1
20201201,23,101,105,761,1
20201201,23,101,105,898,1
20201201,23,101,105,914,1
20201201,23,101,105,792,1
20201201,12,101,110,3386,1
20201201,12,101,110,4140,1
20201201,12,101,110,3634,1
20201201,12,101,110,3791,1
20201201,12,101,110,3697,1
20201201,12,101,110,3474,1
20201201,22,101,110,3090,1
20201201,22,101,110,3652,1
20201201,23,101,110,2915,1
20201201,23,101,110,3850,1
20201201,16,101,110,3607,1
20201201,16,101,110,3929,1
20201201,16,101,110,3578,1
20201201,21,101,110,3187,1
20201201,16,101,110,3593,1
20201201,16,101,110,3196,1
20201201,14,101,110,3762,1
20201201,14,101,110,3995,1
20201201,14,101,110,3545,1
20201201,14,101,110,3311,1
20201201,14,101,110,3566,1
20201201,19,101,110,3388,1
20201201,19,101,110,3716,1
20201201,20,101,110,4074,1
20201201,20,101,110,3215,1
20201201,15,101,110,3565,1
20201201,15,101,110,3562,1
20201201,15,101,110,3274,1
20201201,15,101,110,4049,1
20201201,15,101,110,3689,1
20201201,10,101,110,3673,1
20201201,10,101,110,3366,1
20201201,8,101,110,3494,1
20201201,8,101,110,3370,1
20201201,10,101,110,3879,1
20201201,10,101,110,3502,1
20201201,8,101,110,3080,1
20201201,8,101,110,3267,1
20201201,13,101,110,3446,1
20201201,13,101,110,4269,1
20201201,13,101,110,3519,1
20201201,13,101,110,3379,1
20201201,13,101,110,4211,1
20201201,13,101,110,3857,1
20201201,9,101,110,3538,1
20201201,9,101,110,3759,1
20201201,9,101,110,3739,1
20201201,9,101,110,3258,1
20201201,6,101,110,2656,1
20201201,6,101,110,3036,1
20201201,6,101,110,3357,1
20201201,6,101,110,3545,1
20201201,7,101,110,2802,1
20201201,7,101,110,3229,1
20201201,7,101,110,3420,1
20201201,7,101,110,3607,1
20201201,7,101,110,3863,1
20201201,7,101,110,3222,1
20201201,17,101,110,3535,1
20201201,17,101,110,3894,1
20201201,17,101,110,3208,1
20201201,0,101,110,2402,1
20201201,0,101,110,2471,1
20201201,0,101,110,3101,1
20201201,1,101,110,2485,1
20201201,2,101,110,2503,1
20201201,2,101,110,2690,1
20201201,2,101,110,3323,1
20201201,2,101,110,3320,1
20201201,11,101,110,3654,1
20201201,11,101,110,3811,1
20201201,11,101,110,3589,1
20201201,11,101,110,3445,1
20201201,11,101,110,4174,1
20201201,3,101,110,2498,1
20201201,3,101,110,3360,1
20201201,3,101,110,3473,1
20201201,4,101,110,2563,1
20201201,4,101,110,2844,1
20201201,4,101,110,3907,1
20201201,5,101,110,2623,1
20201201,5,101,110,3703,1
20201201,5,101,110,3997,1
20201201,18,101,110,3220,1
20201201,18,101,110,3539,1
20201201,18,101,110,3729,1
20201201,18,101,110,3799,1
20201201,5,101,115,4911,1
20201201,4,101,115,4865,1
20201201,3,101,115,5168,1
20201201,18,101,115,5663,1
20201201,18,101,115,4860,1
20201201,3,101,115,4477,1
20201201,5,101,115,4652,1
20201201,18,101,115,5513,1
20201201,11,101,115,5545,1
20201201,11,101,115,4892,1
20201201,11,101,115,5591,1
20201201,1,101,115,4604,1
20201201,1,101,115,4583,1
20201201,2,101,115,4592,1
20201201,0,101,115,4626,1
20201201,17,101,115,5447,1
20201201,17,101,115,5744,1
20201201,17,101,115,4852,1
20201201,7,101,115,5177,1
20201201,6,101,115,4683,1
20201201,7,101,115,4738,1
20201201,7,101,115,4909,1
20201201,9,101,115,5371,1
20201201,9,101,115,5441,1
20201201,9,101,115,4827,1
20201201,13,101,115,4882,1
20201201,13,101,115,5802,1
20201201,13,101,115,5464,1
20201201,8,101,115,4786,1
20201201,10,101,115,5512,1
20201201,10,101,115,4883,1
20201201,8,101,115,5216,1
20201201,8,101,115,5995,1
20201201,15,101,115,5524,1
20201201,15,101,115,5704,1
20201201,15,101,115,4852,1
20201201,20,101,115,4835,1
20201201,20,101,115,5527,1
20201201,20,101,115,5769,1
20201201,19,101,115,5579,1
20201201,19,101,115,5708,1
20201201,19,101,115,4862,1
20201201,14,101,115,5453,1
20201201,14,101,115,5786,1
20201201,14,101,115,4853,1
20201201,21,101,115,5280,1
20201201,21,101,115,5535,1
20201201,21,101,115,4798,1
20201201,16,101,115,5687,1
20201201,16,101,115,4830,1
20201201,23,101,115,5382,1
20201201,12,101,115,4907,1
20201201,22,101,115,4821,1
20201201,23,101,115,4730,1
